AT,V,AP,RH,PE
25.5,68.08,1011.13,72.86,436.07
20.03,66.86,1013.05,64.59,450.93
15.79,58.86,1015.85,91.91,455.15
19.36,39.54,1008.97,58.92,458.75
21.96,59.8,1016.72,72.6,452.48
16.27,44.21,1020.56,82.22,462.11
24.86,65.34,1012.99,60.33,447.25
17.35,42.86,1014.62,74.16,465.16
9.6,41.82,1032.93,72.63,475.01
23.41,74.99,1007.22,84.55,442.51
28.68,73.77,1004.72,87.01,431.66
18.06,56.65,1020.2,81.59,459.14
11.64,40.1,1015.5,87.05,477.2
16.19,36.99,1007.37,92.4,462.94
5.49,40.81,1014.43,90.41,487.36
9.91,39.64,1010.57,75.82,478.63
22.53,62.39,1007.84,86.4,450.08
24.1,71.97,1009.92,91.27,443.09
22.16,65.48,1017.22,70.51,446.0
25.09,57.43,1013.2,70.42,446.11
12.06,52.72,1024.53,80.05,467.21
26.05,73.88,1005.67,82.08,439.96
31.38,70.83,1010.35,47.28,431.33
31.85,73.21,1000.98,72.2,435.94
13.77,47.83,1007.41,90.66,466.07
27.66,59.21,1013.12,51.58,438.57
26.61,56.85,1012.48,48.84,437.26
15.3,38.62,1017.19,70.63,462.65
16.58,41.93,1022.36,45.24,466.61
11.2,41.38,1021.65,61.89,476.87
25.18,47.93,1002.92,60.33,441.29
8.26,44.71,1020.85,68.82,485.19
14.18,53.82,1016.9,64.57,465.25
26.43,75.33,1004.09,86.48,431.79
5.84,43.02,1013.88,87.42,489.05
10.91,37.92,1008.66,66.53,473.72
22.32,48.41,1008.68,79.11,445.36
14.49,41.16,1000.5,82.17,465.24
26.48,73.06,1008.07,90.73,433.31
21.12,47.24,1003.79,70.55,462.41
31.46,77.17,1009.26,59.61,435.56
30.7,67.69,1005.92,51.58,429.58
23.34,45.61,1012.73,74.09,455.82
13.61,40.71,1022.36,72.87,475.23
18.64,43.79,1016.01,51.17,465.13
8.96,40.02,1031.21,82.32,475.47
16.8,56.03,1020.65,85.26,461.96
22.2,63.94,1017.38,56.17,445.6
9.42,41.4,1030.38,87.8,472.99
19.69,56.65,1020.86,70.02,454.87
18.62,61.27,1019.26,73.35,455.75
10.07,44.68,1023.44,90.95,477.52
14.5,44.47,1028.2,66.95,465.15
23.9,61.41,1011.95,67.87,451.99
30.15,69.88,1007.2,73.67,434.75
31.01,67.69,1005.06,46.16,426.64
30.58,65.18,1011.61,37.43,437.17
10.52,41.78,1013.54,71.52,474.58
24.05,67.83,1009.35,63.8,442.53
17.28,65.94,1013.62,89.97,454.76
21.04,54.2,1012.26,85.61,443.41
24.67,63.56,1013.75,67.56,446.3
30.21,69.4,1003.69,62.89,438.18
19.46,47.03,1013.9,88.86,460.57
14.07,45.09,1013.32,94.45,462.69
15.09,40.89,1010.15,92.0,466.47
23.62,49.21,1014.1,49.54,443.53
22.95,45.61,1013.65,73.92,457.91
30.54,69.14,1007.25,70.46,435.46
12.04,40.78,1025.21,85.97,463.51
26.76,49.02,1007.96,70.05,439.4
16.88,43.67,1011.43,73.98,463.81
5.68,40.77,1022.49,90.6,487.58
28.15,72.24,1010.88,62.39,431.75
8.35,40.77,1011.77,90.25,478.82
21.93,61.45,1008.92,98.54,443.91
12.08,49.83,1008.21,96.01,467.54
21.7,49.02,1008.74,82.8,446.46
22.72,50.05,1007.0,88.24,444.43
17.63,40.55,1002.27,73.42,462.13
31.71,73.5,1010.63,40.17,430.45
25.47,56.89,1013.02,63.21,440.38
9.87,42.74,1024.61,87.74,470.9
31.51,71.97,1007.84,71.18,430.11
18.68,43.69,1016.68,48.88,463.02
22.95,67.79,1009.89,91.69,442.19
21.78,47.43,1007.88,66.68,446.79
17.69,44.34,1019.31,61.12,464.13
23.03,59.04,1011.85,81.24,444.85
30.36,69.82,1010.02,54.22,439.05
18.27,50.16,1011.07,95.91,451.76
11.04,45.51,1017.53,83.42,474.45
24.58,49.02,1008.85,79.32,442.47
23.96,51.3,1011.81,71.81,451.11
20.74,58.2,1017.54,70.66,450.4
12.26,41.5,1014.87,89.41,471.13
16.71,46.18,1011.61,95.82,459.4
28.11,77.95,1009.38,72.81,432.98
14.5,40.66,1016.81,82.93,463.53
19.19,63.31,1016.88,66.58,453.16
14.6,44.47,1028.46,69.96,465.24
22.54,63.91,1012.15,84.91,446.64
15.52,58.59,1014.12,91.22,457.74
25.47,70.36,1005.79,77.73,437.02
18.63,50.16,1010.21,97.13,450.14
24.2,59.07,1009.25,88.25,441.93
26.12,49.02,1008.63,72.04,438.52
15.0,41.35,1006.6,86.95,467.71
6.49,38.68,1017.94,64.81,485.95
30.27,70.32,1007.93,51.61,430.22
20.89,67.71,1006.12,59.12,445.39
4.41,42.07,1005.54,68.85,488.36
19.46,42.04,1011.3,60.45,466.24
27.74,74.78,1010.05,60.82,436.87
23.14,51.19,1009.56,77.2,443.87
23.36,56.89,1014.23,78.34,440.51
12.31,37.73,1023.3,63.01,472.08
17.75,42.24,1016.86,61.52,468.86
15.56,41.1,1004.65,84.58,467.32
25.2,63.76,1009.78,64.96,438.15
29.37,74.78,1009.47,55.65,434.2
21.34,59.8,1016.92,77.06,450.74
3.21,38.44,1017.11,84.86,492.93
24.68,48.06,1013.83,54.97,447.96
26.9,60.93,1007.1,67.32,435.87
23.99,45.87,1007.63,52.62,443.66
7.11,39.9,1008.82,87.76,484.21
13.23,42.34,1018.02,97.49,462.21
25.97,68.12,1013.11,61.97,437.11
31.44,72.86,1003.74,61.45,433.59
8.66,44.68,1022.99,95.45,479.62
19.4,42.44,1013.19,58.63,459.76
11.28,40.55,1006.23,97.78,475.14
24.48,69.45,1013.86,62.39,435.74
25.6,63.76,1010.18,67.43,435.75
28.97,67.9,1006.19,65.81,434.7
9.29,39.04,1022.72,74.29,482.55
21.91,63.76,1009.85,76.8,445.04
16.36,43.99,1021.34,85.13,465.81
30.05,66.44,1008.46,76.82,427.55
12.99,42.34,1018.04,96.25,465.98
29.28,74.33,1011.66,72.37,426.53
31.9,73.42,1010.82,60.58,432.27
21.17,52.3,1009.67,88.88,444.5
28.64,66.54,1010.43,43.39,437.97
20.37,60.08,1017.44,76.33,454.47
18.58,46.97,1014.25,74.09,454.26
25.99,63.07,1012.5,64.81,442.16
9.42,41.4,1029.21,86.4,474.75
26.23,59.07,1008.2,78.93,440.18
19.97,59.14,1016.05,70.58,450.06
11.67,36.18,1016.03,61.44,472.76
26.94,66.48,1005.46,60.62,440.12
6.99,40.07,1014.83,54.36,490.11
17.66,44.9,1020.5,71.33,457.11
28.75,64.84,1009.61,58.24,441.3
30.08,67.25,1017.6,53.09,434.01
19.89,44.9,1008.12,67.3,453.09
5.85,40.77,1022.44,84.77,480.59
11.64,38.25,1013.33,85.79,472.34
17.46,39.54,1008.21,74.24,462.52
12.21,44.34,1017.98,86.17,475.06
21.55,44.57,1006.03,71.54,446.84
29.58,66.51,1015.57,32.95,435.47
27.0,60.96,1012.36,58.97,450.15
8.95,43.56,1015.04,81.53,485.21
13.05,34.03,1018.31,64.99,472.69
18.02,49.78,1003.86,100.09,451.41
7.04,39.37,1019.37,69.11,488.0
24.51,68.63,1014.15,45.1,447.66
28.69,58.33,1013.67,34.1,448.54
24.39,63.77,1013.3,77.53,443.65
21.69,47.45,1007.56,77.2,447.06
26.66,64.27,1012.83,58.88,437.87
26.38,44.89,1009.14,51.79,442.13
7.4,41.04,1024.44,90.9,477.69
17.83,44.92,1025.04,70.58,458.42
22.05,61.27,1019.6,58.83,447.95
18.1,45.0,1023.05,48.41,465.46
8.89,41.54,1019.27,82.87,483.82
32.21,68.3,1014.94,49.38,429.66
14.96,43.02,1012.77,42.93,467.16
25.88,74.67,1016.66,81.09,434.81
25.38,74.67,1016.61,81.34,435.41
16.62,39.99,1007.07,77.14,463.74
25.72,72.39,1003.01,86.38,432.77
13.09,43.02,1013.17,46.73,470.14
26.81,56.57,1013.68,61.6,442.94
11.59,40.05,1014.96,86.22,474.46
23.89,50.16,1004.88,73.94,444.99
22.61,54.42,1014.74,75.87,453.86
30.14,67.69,1006.54,57.05,426.91
29.3,69.48,1010.1,53.69,429.42
16.98,43.99,1021.65,81.17,456.07
13.69,40.83,1008.53,84.81,471.26
18.03,53.16,1013.1,81.42,457.73
2.8,39.64,1011.01,82.96,482.66
11.47,40.27,1005.39,77.4,479.44
32.16,71.32,1005.5,60.23,434.01
20.07,51.3,1011.9,94.62,450.46
14.7,48.6,1006.91,85.65,460.63
19.67,44.71,1015.46,31.46,464.99
20.76,59.21,1017.94,80.84,447.67
28.44,77.54,1011.73,77.3,433.21
13.33,54.3,1016.77,80.32,468.1
25.21,46.21,1010.87,59.35,439.55
18.53,39.72,1001.26,64.08,457.26
14.6,53.82,1016.28,64.83,462.86
11.44,44.2,1018.14,84.9,476.12
26.1,44.57,1007.47,55.15,446.49
31.81,66.44,1011.21,53.55,426.84
17.35,39.39,1013.18,67.67,467.85
29.29,70.36,1006.64,60.82,431.26
9.39,39.66,1019.22,75.33,482.16
20.06,56.53,1020.38,75.16,455.99
16.55,39.64,1009.07,77.8,465.29
24.49,65.59,1011.52,85.12,441.8
13.0,39.28,1016.7,81.94,473.6
6.76,40.62,1015.67,87.16,478.56
9.44,41.79,1020.16,72.26,474.03
29.81,73.67,1005.6,60.91,430.67
18.95,42.23,1013.01,79.4,462.73
17.23,40.12,1013.52,81.55,456.2
13.19,44.88,1017.61,94.95,467.68
22.92,63.94,1019.28,42.69,444.22
27.83,69.04,1009.69,63.79,443.24
17.85,53.16,1013.05,82.72,456.49
14.09,45.87,1009.05,84.09,465.6
12.27,41.17,1019.39,52.18,473.84
10.95,43.8,1022.61,63.46,473.2
18.42,63.94,1020.47,74.47,450.55
14.1,44.84,1025.09,79.42,468.22
19.6,59.21,1017.65,86.29,449.23
12.91,42.07,1018.4,86.5,466.05
15.71,44.06,1018.34,71.69,465.05
12.66,40.35,1011.37,82.77,473.11
8.12,43.02,1013.56,85.26,483.55
30.95,71.58,1009.95,50.02,430.47
21.73,50.32,1008.51,84.62,442.1
24.26,66.44,1011.33,55.32,445.63
33.76,68.51,1011.33,38.35,429.83
28.18,67.17,1006.84,75.55,438.49
8.94,41.38,1021.5,79.45,479.95
27.05,67.79,1010.99,71.37,443.89
24.57,72.24,1011.44,79.19,434.93
29.62,71.8,1011.05,63.13,438.55
21.24,44.57,1008.72,72.57,447.03
5.74,37.8,1021.37,74.47,490.81
27.92,74.99,1005.47,75.13,431.76
26.59,69.13,1009.27,73.96,430.11
27.06,77.17,1008.71,90.6,432.2
22.18,65.46,1016.74,54.02,447.92
9.26,41.66,1016.87,73.32,483.51
21.7,64.44,1014.95,73.33,448.51
15.93,52.75,1024.57,58.71,457.92
17.68,39.08,1002.77,74.24,454.18
15.31,41.35,1005.09,95.25,466.5
21.09,74.93,1015.11,81.93,443.51
10.23,42.07,1017.93,91.1,475.14
23.17,51.19,1009.5,76.15,441.77
20.51,39.72,1002.25,47.97,452.39
17.22,36.71,1013.77,67.92,465.32
5.95,35.57,1025.84,77.61,487.72
14.64,39.31,1008.84,79.3,462.72
22.1,58.33,1013.71,69.09,441.31
11.22,41.66,1008.96,72.38,477.53
6.57,43.65,1018.24,74.47,481.46
27.28,44.89,1009.02,49.9,441.94
17.2,40.55,1000.68,72.67,462.55
13.5,54.3,1016.2,77.46,468.92
27.51,73.77,1002.42,90.88,436.91
22.56,47.43,1006.72,54.82,448.65
19.8,67.71,1005.58,69.65,446.03
20.36,66.05,1015.86,87.19,450.23
20.98,60.1,1011.07,79.44,450.95
24.99,58.79,1016.37,67.16,439.2
16.37,43.5,1021.26,72.4,459.18
16.39,52.75,1024.42,54.61,459.48
5.34,39.22,1012.73,81.42,472.66
5.53,35.79,1013.48,94.19,484.25
13.48,39.35,1014.56,81.25,470.66
16.38,46.97,1013.6,73.67,459.87
14.8,42.77,1019.14,76.53,462.29
20.54,59.39,1014.07,84.15,445.41
30.2,71.85,1008.25,59.1,425.21
6.74,36.08,1020.36,86.98,484.18
25.74,68.94,1007.7,67.56,433.45
6.4,39.18,1024.6,86.83,484.44
12.58,43.67,1012.86,94.01,472.65
27.24,71.25,1000.5,86.28,430.94
26.62,76.2,1006.06,69.13,437.81
10.93,39.22,1019.44,64.94,473.27
21.34,51.61,1010.11,80.7,452.0
15.83,52.75,1024.3,58.34,458.6
13.45,42.44,1012.79,83.12,473.96
12.97,40.75,1016.05,79.67,476.28
24.67,70.94,1007.99,75.64,443.51
25.13,57.69,1007.43,78.43,437.8
25.06,52.36,1014.7,67.98,454.13
19.29,50.16,1010.49,97.78,450.21
3.6,35.19,1018.73,99.1,488.98
21.55,44.58,1017.2,46.64,464.44
25.48,60.29,1017.55,51.22,443.77
25.3,71.58,1010.18,87.36,433.97
9.25,41.26,1020.51,91.21,473.87
29.25,69.13,1010.27,67.35,426.29
18.77,49.21,1012.2,58.69,454.86
25.33,73.21,1002.19,97.24,433.43
15.47,38.73,1001.13,77.61,467.96
25.52,63.94,1017.81,41.54,440.32
22.21,48.14,1015.08,66.8,448.33
20.84,51.19,1008.63,84.11,448.98
17.74,49.78,1004.9,100.09,450.44
28.27,66.56,1007.36,55.99,433.52
6.85,37.49,1011.01,84.53,483.12
14.47,41.76,1021.98,78.41,464.0
25.19,64.44,1014.75,64.38,444.35
5.21,35.79,1012.44,94.35,485.17
23.61,43.77,1011.81,56.08,444.55
17.37,41.23,998.79,68.44,461.08
18.18,44.63,1020.41,48.64,455.57
20.3,58.41,1014.05,86.38,451.74
26.12,70.47,1009.93,72.13,434.67
16.62,54.3,1017.99,63.76,459.59
9.13,39.16,1014.14,86.17,484.86
9.41,41.54,1019.48,82.19,481.59
24.54,60.23,1011.55,72.78,445.25
9.31,41.39,1018.3,93.68,480.25
8.7,39.72,1020.0,78.75,479.03
28.29,47.93,1002.6,53.23,437.13
11.98,39.35,1014.97,98.05,472.43
4.96,45.87,1007.32,98.78,481.88
22.95,63.94,1013.87,80.37,447.13
33.73,69.88,1007.21,42.93,434.83
24.77,48.92,1010.25,47.04,448.25
26.91,74.99,1005.64,78.98,437.06
12.5,43.67,1013.99,90.91,473.26
28.71,51.43,1006.4,64.79,440.17
19.27,50.12,1007.61,100.11,447.63
26.42,71.06,1008.12,87.32,435.6
32.44,77.95,1014.83,50.69,434.97
29.1,77.95,1010.01,71.48,431.28
24.34,59.54,1004.01,87.07,440.63
21.49,70.32,1009.07,92.25,443.04
8.46,40.8,1023.57,81.27,485.06
12.55,39.58,1010.68,76.9,472.31
12.36,48.04,1012.8,93.59,468.37
15.57,38.78,1013.51,95.38,463.47
21.58,67.25,1017.39,79.0,446.15
33.87,71.32,1007.91,39.48,435.89
26.05,65.59,1012.78,67.03,437.04
9.11,36.66,1026.47,74.79,480.74
18.06,52.08,1003.73,100.09,452.19
14.91,40.73,1017.44,86.91,458.99
21.64,50.32,1008.41,86.32,442.52
29.72,71.97,1008.6,79.25,431.22
26.03,64.44,1012.75,62.24,445.89
30.0,61.5,1009.4,48.63,435.6
27.86,65.18,1012.87,55.53,436.26
14.81,39.58,1011.62,73.64,467.32
9.17,40.67,1019.03,66.21,487.33
23.92,71.98,1006.22,92.96,433.23
11.46,44.85,1014.3,63.24,475.33
9.09,41.92,1029.36,91.0,478.98
16.02,71.14,1019.75,70.42,456.35
8.27,39.64,1011.0,84.64,479.91
8.51,40.81,1015.54,83.16,481.02
16.53,53.29,1018.64,87.47,463.32
30.02,69.04,1009.68,56.01,440.49
11.18,39.61,1018.56,68.0,468.75
16.91,43.96,1013.32,79.87,465.86
14.22,45.01,1014.17,70.14,464.06
27.04,65.06,1013.33,52.37,439.84
13.61,42.34,1017.78,88.84,466.17
27.69,69.98,1008.52,60.93,433.47
16.5,53.29,1017.7,95.66,458.37
23.35,59.92,1009.86,88.6,439.82
13.42,40.78,1025.03,77.51,459.04
20.02,58.66,1011.5,76.74,454.21
11.46,38.91,1012.34,77.37,477.5
26.27,62.91,1011.97,48.06,447.76
24.18,58.49,1011.3,77.82,445.49
22.49,58.82,1009.73,85.19,444.11
23.27,68.28,1005.01,74.83,444.86
20.53,54.9,1016.61,61.28,454.67
23.64,70.04,1011.09,83.35,435.21
27.65,48.41,1008.54,58.25,440.94
31.46,71.29,1008.57,41.79,430.8
19.93,56.65,1020.7,62.82,456.53
29.63,66.75,1018.08,58.46,433.26
10.36,37.83,1005.87,98.56,472.62
22.72,69.13,1010.81,92.43,438.01
15.99,43.5,1021.34,73.22,460.7
16.77,50.9,1013.24,84.4,459.91
10.56,39.13,1010.19,87.12,463.14
23.63,73.5,1011.46,89.39,438.21
17.47,58.16,1016.36,82.26,456.97
20.76,57.25,1011.01,90.31,444.85
8.09,43.02,1014.79,81.06,484.35
31.17,69.51,1010.51,43.11,428.94
11.45,40.8,1027.74,78.6,476.28
13.25,44.92,1024.11,89.34,469.18
9.05,36.3,1027.44,74.85,479.43
16.0,39.16,1016.37,77.63,468.49
9.53,44.03,1008.87,89.99,471.23
24.81,63.73,1009.34,83.61,440.43
20.32,44.6,1015.16,36.35,460.21
28.14,65.34,1014.44,46.17,443.11
20.09,63.94,1020.82,74.16,449.47
10.84,40.27,1005.24,87.27,479.22
14.26,44.47,1028.81,72.19,465.77
31.44,64.44,1014.04,49.15,437.6
16.09,65.46,1013.84,85.52,454.88
27.32,76.09,1007.77,74.64,443.13
16.02,44.21,1020.97,85.64,462.51
23.59,47.43,1006.64,48.92,447.36
26.82,69.23,1013.28,50.86,436.36
22.03,59.43,1006.88,82.05,442.9
28.06,68.24,1010.27,69.72,429.47
27.0,69.4,1004.86,82.2,433.83
26.86,72.58,1009.22,88.39,428.69
22.84,59.39,1014.61,80.36,443.71
16.37,44.0,1024.61,78.26,460.14
13.93,40.2,1013.41,89.86,466.47
30.56,69.14,1007.49,71.0,432.26
18.48,58.59,1015.61,85.14,452.52
23.45,51.95,1005.23,76.17,449.07
27.88,63.87,1017.79,40.0,443.24
23.19,58.82,1009.96,81.05,446.44
17.4,43.14,1018.51,75.31,457.59
21.08,70.32,1011.39,88.79,440.59
17.74,44.2,1018.87,58.59,454.37
16.7,46.18,1011.4,95.51,458.05
6.89,39.37,1020.21,74.17,486.9
33.12,68.31,1010.3,42.29,441.13
26.52,65.06,1013.4,51.78,439.66
15.46,42.07,1017.9,81.12,459.15
12.58,43.67,1014.36,91.72,473.02
31.91,69.89,1014.59,54.51,429.29
13.35,39.18,1023.24,61.98,469.34
6.49,36.3,1016.52,69.1,483.43
25.4,65.34,1013.11,53.93,445.82
13.82,40.2,1013.19,90.11,466.99
27.36,48.6,1003.18,54.93,436.06
32.63,74.99,1002.42,40.07,432.79
20.75,60.77,1017.91,86.06,448.58
27.46,61.86,1012.39,66.09,439.72
22.64,62.44,1011.82,75.07,448.13
13.83,41.49,1020.11,87.29,469.57
14.12,42.99,1007.13,78.16,468.45
5.78,45.87,1012.65,88.8,483.27
32.98,71.32,1003.67,49.78,433.56
10.76,40.78,1023.81,87.96,469.97
31.04,66.54,1003.83,53.05,431.66
6.17,41.31,1002.49,87.59,481.27
24.0,75.23,1010.69,72.46,443.78
29.73,73.06,1010.27,84.84,432.73
26.73,77.95,1012.31,78.35,434.76
16.14,44.71,1014.83,39.41,468.88
11.06,41.5,1013.09,89.8,476.24
22.49,61.27,1019.6,57.1,448.51
10.59,25.36,1009.59,100.16,470.96
26.63,73.68,1015.15,85.13,428.8
20.64,61.86,1012.81,99.97,447.14
27.59,59.21,1012.93,51.46,437.49
28.12,58.33,1013.61,39.67,448.72
18.53,63.91,1010.26,97.8,440.64
11.6,39.96,1011.65,80.79,473.22
26.44,71.64,1004.55,85.53,435.61
24.42,66.56,1002.04,84.7,434.18
11.01,40.05,1015.46,89.22,474.2
7.71,40.77,1021.93,87.04,482.19
18.85,67.32,1012.91,82.37,446.7
24.64,72.24,1011.37,80.61,434.54
27.15,59.21,1013.49,51.71,440.27
12.08,40.24,1016.63,92.32,474.07
25.34,65.61,1014.61,57.51,442.82
26.1,66.25,1009.25,84.52,441.53
20.14,65.06,1014.81,80.01,444.84
24.27,63.9,1013.5,61.09,450.26
20.18,43.43,1011.31,65.11,450.09
21.14,58.98,1009.05,94.36,448.31
15.25,52.9,1014.86,76.87,463.93
14.58,42.07,1017.9,86.14,460.66
7.41,40.71,1023.07,83.32,474.25
12.0,39.35,1015.48,82.51,476.64
14.84,41.48,1017.26,63.42,460.3
27.32,73.42,1012.07,86.3,432.74
25.34,64.27,1013.38,66.02,443.94
10.27,38.38,1022.16,70.77,475.58
10.18,43.5,1022.84,88.7,476.91
18.04,44.85,1015.13,48.4,463.31
22.32,70.47,1010.97,83.16,441.87
23.7,70.32,1007.21,66.85,439.59
11.39,40.27,1009.04,73.13,474.93
8.51,34.69,1026.96,75.34,481.83
25.45,63.76,1009.96,67.78,439.56
13.31,40.1,1014.81,82.11,468.74
13.97,40.24,1018.32,88.72,467.93
15.23,44.9,1007.75,81.34,456.07
13.5,41.44,1015.72,68.36,471.34
17.16,53.16,1013.2,82.85,456.93
9.38,43.7,1015.45,90.47,481.52
7.05,40.69,1020.53,89.67,476.75
10.71,39.61,1018.72,73.66,473.77
21.19,50.16,1005.81,84.27,450.33
21.71,60.27,1015.74,89.76,441.19
28.35,71.14,1010.65,60.38,429.21
23.28,68.28,1000.79,81.35,442.04
20.25,59.8,1015.3,82.69,453.81
21.31,50.78,1008.68,85.28,445.17
13.8,45.08,1023.99,79.72,466.71
28.59,75.08,1005.58,60.3,442.7
6.06,41.17,1019.67,84.7,489.62
12.07,38.25,1012.67,81.66,470.36
14.17,43.13,1014.94,48.62,471.08
15.24,44.45,1020.56,66.13,460.94
22.5,59.54,1007.99,93.63,445.22
16.64,53.82,1015.13,68.24,459.01
6.67,39.37,1020.31,73.56,488.13
5.95,37.8,1022.03,67.97,479.2
11.35,40.66,1016.86,96.4,466.55
24.69,71.73,1010.13,70.54,436.78
22.77,59.92,1009.67,94.09,437.9
10.74,44.85,1014.25,71.61,476.83
4.04,35.47,1017.51,87.35,486.86
21.18,70.02,1010.27,96.46,442.51
14.8,43.99,1022.89,85.25,461.97
13.25,43.7,1013.61,76.05,472.22
26.63,62.44,1010.86,70.82,438.25
18.43,56.03,1020.41,60.55,465.17
13.01,41.49,1019.82,92.86,466.5
23.0,66.05,1020.61,80.29,421.57
28.97,73.5,1010.47,48.24,435.22
23.63,60.93,1006.41,83.06,439.9
13.86,41.78,1010.75,57.9,467.39
28.74,70.32,1008.15,45.99,431.93
27.37,69.23,1013.25,48.02,433.18
22.61,44.05,1005.69,76.74,443.45
16.14,44.21,1020.36,80.59,461.03
12.57,41.66,1009.11,70.74,475.61
10.8,41.66,1013.79,81.96,475.51
14.55,41.7,1018.58,80.8,454.14
9.14,38.91,1018.62,89.88,476.57
17.43,63.09,1019.87,92.77,449.36
20.76,58.79,1017.22,78.75,447.07
10.12,38.38,1018.22,85.93,477.73
19.18,65.06,1015.99,77.06,448.26
28.48,54.2,1013.14,49.51,440.55
29.68,64.33,1011.2,57.73,441.79
25.89,48.41,1008.59,65.38,442.12
23.24,45.01,1012.21,45.23,457.01
21.5,61.5,1008.43,78.13,447.83
7.18,38.56,1016.49,70.37,487.63
3.95,35.47,1017.36,84.88,488.64
29.67,66.51,1015.6,34.1,434.8
8.97,39.66,1021.63,78.94,482.62
5.3,35.19,1019.33,93.86,484.42
10.15,41.62,1015.86,97.4,463.89
25.1,60.37,1005.83,72.53,438.44
31.5,70.32,1011.44,64.09,435.13
19.84,65.48,1019.54,76.6,449.85
28.44,67.07,1006.08,50.42,433.15
19.58,50.12,1009.82,100.1,449.44
13.86,40.83,1008.76,82.4,470.37
31.85,69.04,1008.35,46.09,434.79
21.24,60.84,1017.99,82.22,445.71
18.53,48.98,1014.24,74.29,452.73
31.45,68.27,1007.56,64.79,430.81
6.05,41.14,1027.69,86.93,481.02
25.97,43.21,1011.9,88.73,434.83
29.22,73.18,1012.22,64.91,430.57
27.38,69.4,1004.57,74.12,434.47
12.41,45.87,1004.78,80.02,468.14
25.21,50.23,1016.0,56.58,454.64
30.61,69.13,1009.32,55.17,429.1
15.5,40.12,1012.79,96.75,460.41
18.34,50.59,1018.42,83.95,457.17
14.55,42.74,1027.29,66.64,457.77
13.92,43.5,1021.14,88.44,461.45
32.21,70.94,1006.76,47.56,430.06
9.82,37.83,1005.29,100.07,473.66
25.03,47.93,1003.02,62.89,443.55
27.22,68.3,1016.84,64.88,436.81
33.11,77.54,1010.36,50.99,431.77
27.37,70.72,1009.77,67.87,441.9
10.2,41.01,1021.39,96.64,468.27
15.14,49.64,1023.78,75.0,463.58
27.53,67.83,1009.4,53.73,429.05
7.52,39.61,1018.61,78.96,481.54
15.19,41.43,1011.34,89.67,470.41
19.94,58.96,1014.16,66.27,455.55
29.27,66.85,1011.11,63.25,440.98
32.0,73.17,1009.92,42.47,433.72
22.66,63.73,1013.24,83.95,444.41
24.04,59.43,1007.6,76.98,437.51
24.4,67.45,1015.63,57.1,435.47
15.99,49.21,1015.17,76.4,463.47
31.04,68.31,1010.54,42.74,441.56
18.2,49.39,1018.83,96.3,455.86
23.33,54.2,1012.47,79.48,440.11
23.26,59.21,1017.71,67.16,442.38
26.24,51.43,1011.32,59.52,447.91
29.26,67.17,1006.6,70.58,436.42
25.78,47.93,1003.67,67.23,442.46
11.33,41.5,1013.58,88.7,475.01
8.26,39.42,1025.89,70.53,474.72
23.08,64.44,1014.85,69.95,448.61
8.94,36.71,1025.5,80.45,477.62
13.31,41.26,1020.83,79.55,462.87
20.82,57.76,1019.15,72.46,454.62
23.85,69.45,1013.99,60.6,439.67
12.49,41.62,1011.37,82.68,461.35
25.05,58.59,1013.37,66.14,442.93
21.36,45.61,1013.43,83.64,456.85
18.81,45.01,1015.28,65.91,457.85
17.94,37.2,1012.64,68.11,467.65
28.33,68.27,1008.09,50.37,432.66
19.02,50.66,1013.04,85.25,455.42
27.17,73.5,1010.36,73.29,435.22
26.08,52.3,1007.03,63.34,442.44
19.72,51.19,1008.51,95.28,446.01
18.84,67.32,1012.63,81.89,449.21
20.71,58.79,1017.48,86.67,444.39
28.01,51.43,1011.6,49.2,449.82
10.8,39.28,1010.7,82.62,478.8
24.06,69.94,1005.47,60.46,436.88
24.56,71.94,1006.81,89.59,437.97
15.5,49.25,1021.41,77.92,453.99
6.52,39.85,1012.55,86.36,483.01
5.66,35.79,1013.86,94.42,484.15
29.29,57.19,1008.3,60.11,435.69
25.77,73.68,1014.18,87.53,429.84
32.87,71.32,1004.36,54.69,433.15
26.23,63.56,1013.57,65.81,440.8
12.0,41.17,1019.48,58.71,474.4
13.7,34.03,1018.82,69.07,470.2
28.42,75.23,1010.25,56.8,435.64
20.88,59.8,1015.66,75.34,453.18
6.59,39.37,1020.34,77.92,488.17
17.37,40.55,1001.19,71.42,460.97
26.7,70.32,1011.04,86.41,438.46
12.72,44.9,1007.6,71.8,463.49
19.76,51.19,1008.38,92.56,448.71
27.24,66.75,1017.78,69.6,433.65
14.94,42.77,1018.9,73.95,462.67
18.09,43.72,1008.64,74.15,453.02
20.86,51.3,1012.03,92.46,449.67
24.79,50.78,1008.78,61.88,445.3
22.7,60.84,1019.15,71.48,438.59
17.86,50.88,1015.59,88.28,457.33
9.54,41.17,1019.79,65.61,481.18
21.23,68.08,1012.82,74.57,445.41
27.5,59.54,1004.88,72.7,438.81
18.39,38.52,1019.66,66.93,453.89
26.11,62.44,1010.68,72.59,438.87
21.53,70.02,1010.33,95.95,440.93
28.53,68.08,1013.27,42.53,438.91
8.54,38.08,1019.75,71.24,478.31
12.65,44.0,1023.03,88.73,471.46
10.98,41.39,1017.54,85.31,476.31
21.04,45.09,1014.19,40.62,450.92
18.13,39.72,1002.75,58.85,455.81
6.37,40.81,1025.98,91.0,489.18
15.94,44.85,1014.29,67.57,462.54
18.51,50.9,1012.95,82.71,459.11
